row_index,column_index,acquisition_index,scan_direction,x_voltage,y_voltage,intensity
71,100,0,reverse,1.000,0.420,514.0
71,99,1,reverse,0.980,0.420,514.0
71,98,2,reverse,0.960,0.420,510.0
71,97,3,reverse,0.940,0.420,508.0
71,96,4,reverse,0.920,0.420,507.0
71,95,5,reverse,0.900,0.420,505.0
71,94,6,reverse,0.880,0.420,503.0
71,93,7,reverse,0.860,0.420,501.0
71,92,8,reverse,0.840,0.420,499.0
71,91,9,reverse,0.820,0.420,497.0
71,90,10,reverse,0.800,0.420,495.0
71,89,11,reverse,0.780,0.420,494.0
71,88,12,reverse,0.760,0.420,493.0
71,87,13,reverse,0.740,0.420,492.0
71,86,14,reverse,0.720,0.420,489.0
71,85,15,reverse,0.700,0.420,488.0
71,84,16,reverse,0.680,0.420,487.0
71,83,17,reverse,0.660,0.420,486.0
71,82,18,reverse,0.640,0.420,486.0
71,81,19,reverse,0.620,0.420,483.0
71,80,20,reverse,0.600,0.420,482.0
71,79,21,reverse,0.580,0.420,481.0
71,78,22,reverse,0.560,0.420,478.0
71,77,23,reverse,0.540,0.420,479.0
71,76,24,reverse,0.520,0.420,479.0
71,75,25,reverse,0.500,0.420,477.0
71,74,26,reverse,0.480,0.420,476.0
71,73,27,reverse,0.460,0.420,475.0
71,72,28,reverse,0.440,0.420,473.0
71,71,29,reverse,0.420,0.420,475.0
71,70,30,reverse,0.400,0.420,477.0
71,69,31,reverse,0.380,0.420,482.0
71,68,32,reverse,0.360,0.420,492.0
71,67,33,reverse,0.340,0.420,503.0
71,66,34,reverse,0.320,0.420,517.0
71,65,35,reverse,0.300,0.420,534.0
71,64,36,reverse,0.280,0.420,549.0
71,63,37,reverse,0.260,0.420,561.0
71,62,38,reverse,0.240,0.420,571.0
71,61,39,reverse,0.220,0.420,581.0
71,60,40,reverse,0.200,0.420,588.0
71,59,41,reverse,0.180,0.420,594.0
71,58,42,reverse,0.160,0.420,597.0
71,57,43,reverse,0.140,0.420,598.0
71,56,44,reverse,0.120,0.420,598.0
71,55,45,reverse,0.100,0.420,596.0
71,54,46,reverse,0.080,0.420,593.0
71,53,47,reverse,0.060,0.420,589.0
71,52,48,reverse,0.040,0.420,586.0
71,51,49,reverse,0.020,0.420,583.0
71,50,50,reverse,0.000,0.420,579.0
71,49,51,reverse,-0.020,0.420,576.0
71,48,52,reverse,-0.040,0.420,572.0
71,47,53,reverse,-0.060,0.420,566.0
71,46,54,reverse,-0.080,0.420,565.0
71,45,55,reverse,-0.100,0.420,562.0
71,44,56,reverse,-0.120,0.420,559.0
71,43,57,reverse,-0.140,0.420,555.0
71,42,58,reverse,-0.160,0.420,553.0
71,41,59,reverse,-0.180,0.420,550.0
71,40,60,reverse,-0.200,0.420,547.0
71,39,61,reverse,-0.220,0.420,543.0
71,38,62,reverse,-0.240,0.420,540.0
71,37,63,reverse,-0.260,0.420,535.0
71,36,64,reverse,-0.280,0.420,535.0
71,35,65,reverse,-0.300,0.420,533.0
71,34,66,reverse,-0.320,0.420,531.0
71,33,67,reverse,-0.340,0.420,527.0
71,32,68,reverse,-0.360,0.420,528.0
71,31,69,reverse,-0.380,0.420,535.0
71,30,70,reverse,-0.400,0.420,549.0
71,29,71,reverse,-0.420,0.420,577.0
71,28,72,reverse,-0.440,0.420,617.0
71,27,73,reverse,-0.460,0.420,631.0
71,26,74,reverse,-0.480,0.420,631.0
71,25,75,reverse,-0.500,0.420,630.0
71,24,76,reverse,-0.520,0.420,629.0
71,23,77,reverse,-0.540,0.420,629.0
71,22,78,reverse,-0.560,0.420,627.0
71,21,79,reverse,-0.580,0.420,626.0
71,20,80,reverse,-0.600,0.420,622.0
71,19,81,reverse,-0.620,0.420,620.0
71,18,82,reverse,-0.640,0.420,615.0
71,17,83,reverse,-0.660,0.420,609.0
71,16,84,reverse,-0.680,0.420,604.0
71,15,85,reverse,-0.700,0.420,600.0
71,14,86,reverse,-0.720,0.420,595.0
71,13,87,reverse,-0.740,0.420,592.0
71,12,88,reverse,-0.760,0.420,587.0
71,11,89,reverse,-0.780,0.420,583.0
71,10,90,reverse,-0.800,0.420,579.0
71,9,91,reverse,-0.820,0.420,575.0
71,8,92,reverse,-0.840,0.420,571.0
71,7,93,reverse,-0.860,0.420,566.0
71,6,94,reverse,-0.880,0.420,565.0
71,5,95,reverse,-0.900,0.420,562.0
71,4,96,reverse,-0.920,0.420,558.0
71,3,97,reverse,-0.940,0.420,555.0
71,2,98,reverse,-0.960,0.420,552.0
71,1,99,reverse,-0.980,0.420,549.0
71,0,100,reverse,-1.000,0.420,546.0
