row_index,column_index,acquisition_index,scan_direction,x_voltage,y_voltage,intensity
18,0,0,forward,-1.000,0.610,261.0
18,1,1,forward,-0.980,0.610,269.0
18,2,2,forward,-0.960,0.610,266.0
18,3,3,forward,-0.940,0.610,262.0
18,4,4,forward,-0.920,0.610,262.0
18,5,5,forward,-0.900,0.610,260.0
18,6,6,forward,-0.880,0.610,262.0
18,7,7,forward,-0.860,0.610,263.0
18,8,8,forward,-0.840,0.610,264.0
18,9,9,forward,-0.820,0.610,257.0
18,10,10,forward,-0.800,0.610,272.0
18,11,11,forward,-0.780,0.610,267.0
18,12,12,forward,-0.760,0.610,263.0
18,13,13,forward,-0.740,0.610,261.0
18,14,14,forward,-0.720,0.610,263.0
18,15,15,forward,-0.700,0.610,262.0
18,16,16,forward,-0.680,0.610,263.0
18,17,17,forward,-0.660,0.610,262.0
18,18,18,forward,-0.640,0.610,268.0
18,19,19,forward,-0.620,0.610,261.0
18,20,20,forward,-0.600,0.610,263.0
18,21,21,forward,-0.580,0.610,259.0
18,22,22,forward,-0.560,0.610,265.0
18,23,23,forward,-0.540,0.610,262.0
18,24,24,forward,-0.520,0.610,259.0
18,25,25,forward,-0.500,0.610,262.0
18,26,26,forward,-0.480,0.610,263.0
18,27,27,forward,-0.460,0.610,263.0
18,28,28,forward,-0.440,0.610,263.0
18,29,29,forward,-0.420,0.610,263.0
18,30,30,forward,-0.400,0.610,264.0
18,31,31,forward,-0.380,0.610,263.0
18,32,32,forward,-0.360,0.610,263.0
18,33,33,forward,-0.340,0.610,260.0
18,34,34,forward,-0.320,0.610,264.0
18,35,35,forward,-0.300,0.610,264.0
18,36,36,forward,-0.280,0.610,263.0
18,37,37,forward,-0.260,0.610,263.0
18,38,38,forward,-0.240,0.610,265.0
18,39,39,forward,-0.220,0.610,264.0
18,40,40,forward,-0.200,0.610,267.0
18,41,41,forward,-0.180,0.610,260.0
18,42,42,forward,-0.160,0.610,262.0
18,43,43,forward,-0.140,0.610,256.0
18,44,44,forward,-0.120,0.610,263.0
18,45,45,forward,-0.100,0.610,263.0
18,46,46,forward,-0.080,0.610,266.0
18,47,47,forward,-0.060,0.610,268.0
18,48,48,forward,-0.040,0.610,263.0
18,49,49,forward,-0.020,0.610,263.0
18,50,50,forward,0.000,0.610,265.0
18,51,51,forward,0.020,0.610,263.0
18,52,52,forward,0.040,0.610,259.0
18,53,53,forward,0.060,0.610,268.0
18,54,54,forward,0.080,0.610,263.0
18,55,55,forward,0.100,0.610,261.0
18,56,56,forward,0.120,0.610,263.0
18,57,57,forward,0.140,0.610,269.0
18,58,58,forward,0.160,0.610,264.0
18,59,59,forward,0.180,0.610,269.0
18,60,60,forward,0.200,0.610,263.0
18,61,61,forward,0.220,0.610,263.0
18,62,62,forward,0.240,0.610,258.0
18,63,63,forward,0.260,0.610,267.0
18,64,64,forward,0.280,0.610,266.0
18,65,65,forward,0.300,0.610,265.0
18,66,66,forward,0.320,0.610,265.0
18,67,67,forward,0.340,0.610,269.0
18,68,68,forward,0.360,0.610,261.0
18,69,69,forward,0.380,0.610,264.0
18,70,70,forward,0.400,0.610,259.0
18,71,71,forward,0.420,0.610,265.0
18,72,72,forward,0.440,0.610,264.0
18,73,73,forward,0.460,0.610,264.0
18,74,74,forward,0.480,0.610,264.0
18,75,75,forward,0.500,0.610,264.0
18,76,76,forward,0.520,0.610,264.0
18,77,77,forward,0.540,0.610,263.0
18,78,78,forward,0.560,0.610,264.0
18,79,79,forward,0.580,0.610,264.0
18,80,80,forward,0.600,0.610,263.0
18,81,81,forward,0.620,0.610,260.0
18,82,82,forward,0.640,0.610,269.0
18,83,83,forward,0.660,0.610,263.0
18,84,84,forward,0.680,0.610,261.0
18,85,85,forward,0.700,0.610,264.0
18,86,86,forward,0.720,0.610,264.0
18,87,87,forward,0.740,0.610,264.0
18,88,88,forward,0.760,0.610,260.0
18,89,89,forward,0.780,0.610,263.0
18,90,90,forward,0.800,0.610,262.0
18,91,91,forward,0.820,0.610,261.0
18,92,92,forward,0.840,0.610,262.0
18,93,93,forward,0.860,0.610,263.0
18,94,94,forward,0.880,0.610,263.0
18,95,95,forward,0.900,0.610,263.0
18,96,96,forward,0.920,0.610,263.0
18,97,97,forward,0.940,0.610,264.0
18,98,98,forward,0.960,0.610,260.0
18,99,99,forward,0.980,0.610,263.0
18,100,100,forward,1.000,0.610,258.0
